character_tag,copyright_tag,subject_hint,support,character_lines,copyright_lines,score
yumi_(bow),kantai_collection,1girl,148,216,54576,493.499155
skadi_the_corrupting_heart_(arknights),arknights,1girl,153,158,14928,489.394534
tokino_sora,hololive,1girl,153,155,17510,488.12075
nanami_chiaki,o,1girl,124,854,11299,487.500776
frostnova_(arknights),arknights,1girl,153,153,14928,487.257789
heixiu,arknights,1girl,153,153,14928,487.257789
heixiu,luo_xiaohei_zhanji,1girl,153,153,261,487.257789
nagato_yuki,suzumiya_haruhi_no_shoushitsu,1girl,126,736,181,487.226605
atsuko_(blue_archive),blue_archive,1girl,152,152,14955,483.640225
kirishima_(kancolle),kantai_collection,1girl,152,152,54576,483.640225
monika_(doki_doki_literature_club),doki_doki_literature_club,1girl,152,152,353,483.640225
kagamine_rin,roshin_yuukai_(vocaloid),1girl,112,1973,117,481.054234
gawr_gura_(2nd_costume),hololive,1girl,151,151,17510,480.025519
gawr_gura_(2nd_costume),hololive_english,1girl,151,151,5092,480.025519
virtuosa_(arknights),arknights,1girl,151,151,14928,480.025519
dawn_(pokemon),,1girl,134,375,134,478.92019
inkling,splatoon_3,1girl,124,702,387,476.945802
edelgard_von_hresvelg,fire_emblem,1girl,150,151,4052,476.846542
honma_meiko,ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.,1girl,150,151,161,476.846542
aria_pokoteng,aria_(manga),1girl,150,150,1032,476.413689
hamanami_(kancolle),kantai_collection,1girl,150,150,54576,476.413689
kafka_(honkai:_star_rail),honkai:_star_rail,1girl,150,150,1201,476.413689
kafka_(honkai:_star_rail),honkai_(series),1girl,150,150,2559,476.413689
nanashi_mumei_(3rd_costume),hololive,1girl,150,150,17510,476.413689
nanashi_mumei_(3rd_costume),hololive_english,1girl,150,150,5092,476.413689
silence_(arknights),arknights,1girl,150,150,14928,476.413689
nilou_(genshin_impact),genshin_impact,1girl,146,176,10725,473.84485
edelgard_von_hresvelg,fire_emblem:_three_houses,1girl,149,151,847,473.667565
gwen_(league_of_legends),league_of_legends,1girl,149,149,867,472.804754
takanashi_rikka,chuunibyou_demo_koi_ga_shitai!,1girl,146,170,213,471.645543
takagaki_kaede,idolmaster,1girl,147,157,13720,469.797249
takagaki_kaede,idolmaster_cinderella_girls,1girl,147,157,7464,469.797249
irys_(hololive),hololive,1girl,148,149,17510,469.631568
irys_(hololive),hololive_english,1girl,148,149,5092,469.631568
murakumo_kai_ni_(kancolle),kantai_collection,1girl,148,149,54576,469.631568
hagikaze_(kancolle),kantai_collection,1girl,148,148,54576,469.198734
warspite_(kancolle),kantai_collection,1girl,148,148,54576,469.198734
may_(pokemon),pokemon,1girl,141,209,8618,468.140626
artoria_caster_(fate),fate/grand_order,1girl,147,147,4875,465.595648
artoria_caster_(fate),fate_(series),1girl,147,147,8588,465.595648
saber,fate/zero,1girl,112,1421,221,465.090537
cinnamiku,vocaloid,1girl,142,188,24189,464.930415
d.va_(overwatch),overwatch,1girl,146,148,407,462.85821
shibuya_kanon,love_live!,1girl,146,147,3842,462.428331
shibuya_kanon,love_live!_superstar!!,1girl,146,147,554,462.428331
furutaka_(kancolle),kantai_collection,1girl,146,146,54576,461.995517
souryuu_(kancolle),kantai_collection,1girl,145,147,54576,459.261014
kunikida_hanamaru,love_live!,1girl,145,146,3842,458.831164
kunikida_hanamaru,love_live!_sunshine!!,1girl,145,146,944,458.831164
katyusha_(girls_und_panzer),girls_und_panzer,1girl,145,145,3019,458.39836
momosuzu_nene,hololive,1girl,145,145,17510,458.39836
oda_nobunaga_(fate),fate/grand_order,1girl,143,159,4875,457.799789
don-chan_(usada_pekora),hololive,1girl,144,146,17510,455.666811
z3_max_schultz_(kancolle),kantai_collection,1girl,144,146,54576,455.666811
index_(toaru_majutsu_no_index),toaru_majutsu_no_index,1girl,144,145,1394,455.236992
finana_ryugu,nijisanji,1girl,144,144,7324,454.804199
finana_ryugu,nijisanji_en,1girl,144,144,2113,454.804199
kasuga_maru_(kancolle),kantai_collection,1girl,144,144,54576,454.804199
kurosawa_dia,love_live!,1girl,144,144,3842,454.804199
kurosawa_dia,love_live!_sunshine!!,1girl,144,144,944,454.804199
shirai_kuroko,toaru_majutsu_no_index,1girl,144,144,1394,454.804199
narita_taishin_(umamusume),umamusume,1girl,143,147,13094,452.926379
eula_(genshin_impact),genshin_impact,1girl,142,152,10725,451.821789
ozora_akari,aikatsu!_(series),1girl,143,143,2349,451.213053
kiana_kaslana,honkai_(series),1girl,138,182,2559,449.889852
c.c.,code_geass,1girl,142,146,223,449.338106
nanasaki_ai,amagami,1girl,142,145,322,448.914256
unicorn_(azur_lane),azur_lane,1girl,140,159,2193,448.195597
arashi_(kancolle),kantai_collection,1girl,142,142,54576,447.624945
fumizuki_(kancolle),kantai_collection,1girl,142,142,54576,447.624945
sado_(kancolle),kantai_collection,1girl,142,142,54576,447.624945
sophie_(tales),tales_of_(series),1girl,142,142,1103,447.624945
sophie_(tales),tales_of_graces,1girl,142,142,209,447.624945
inkling,splatoon_2,1girl,116,702,235,446.175105
koizumi_hanayo,love_live!,1girl,141,142,3842,444.472657
mioda_ibuki,danganronpa_(series),1girl,141,142,3266,444.472657
tippy_(gochiusa),gochuumon_wa_usagi_desu_ka?,1girl,140,149,1430,444.246078
luo_xiaohei,luo_xiaohei_zhanji,1girl,141,141,261,444.039895
nisshin_(kancolle),kantai_collection,1girl,141,141,54576,444.039895
ashigara_(kancolle),kantai_collection,1girl,140,144,54576,442.170749
mioda_ibuki,danganronpa_2:_goodbye_despair,1girl,140,142,1397,441.320368
kuchiki_rukia,bleach,1girl,140,141,379,440.890676
d.va_(overwatch),overwatch_1,1girl,139,148,313,440.666378
alicia_florence,aria_(manga),1girl,140,140,1032,440.457925
coyote_(kemono_friends),kemono_friends,1girl,140,140,5004,440.457925
muelsyse_(arknights),arknights,1girl,140,140,14928,440.457925
tanned_cirno,touhou,1girl,140,140,92535,440.457925
oshino_ougi,monogatari_(series),1girl,139,140,852,437.311797
graf_zeppelin_(kancolle),kantai_collection,1girl,139,139,54576,436.879057
souya_(kancolle),kantai_collection,1girl,139,139,54576,436.879057
ulti_(one_piece),one_piece,1girl,139,139,578,436.879057
inkling_girl,splatoon_3,1girl,115,629,387,436.844824
twilight,touhou,1girl,111,849,92535,436.108754
fischl_(genshin_impact),genshin_impact,1girl,134,178,10725,435.55628
luo_xiaohei,arknights,1girl,138,141,14928,434.592238
anastasia_(idolmaster),idolmaster,1girl,138,139,13720,433.736042
anastasia_(idolmaster),idolmaster_cinderella_girls,1girl,138,139,7464,433.736042
cure_white,futari_wa_precure,1girl,138,138,527,433.303314
cure_white,precure,1girl,138,138,4689,433.303314
hakurei_reimu_(pc-98),touhou,1girl,138,138,92535,433.303314
yukoku_kiriko,idolmaster,1girl,138,138,13720,433.303314
ozora_akari,aikatsu!,1girl,137,143,1805,432.281037
hatsukaze_(kancolle),kantai_collection,1girl,137,140,54576,431.019541
kiana_kaslana,honkai_impact_3rd,1girl,132,182,1301,430.329423
hakurei_reimu_(pc-98),touhou_(pc-98),1girl,137,138,1352,430.163435
kanzaki_ranko,idolmaster,1girl,137,138,13720,430.163435
kanzaki_ranko,idolmaster_cinderella_girls,1girl,137,138,7464,430.163435
watanabe_you,love_live!,1girl,137,138,3842,430.163435
watanabe_you,love_live!_sunshine!!,1girl,137,138,944,430.163435
yukoku_kiriko,idolmaster_shiny_colors,1girl,137,138,3359,430.163435
collei_(genshin_impact),genshin_impact,1girl,137,137,10725,429.730718
nia_(xenoblade),xenoblade_chronicles_(series),1girl,137,137,498,429.730718
trailblazer_(honkai:_star_rail),honkai:_star_rail,1girl,137,137,1201,429.730718
trailblazer_(honkai:_star_rail),honkai_(series),1girl,137,137,2559,429.730718
konpaku_youmu,o,1girl,95,3284,11299,429.058299
estellise_sidos_heurassein,tales_of_(series),1girl,136,139,1103,427.450013
estellise_sidos_heurassein,tales_of_vesperia,1girl,136,139,276,427.450013
hanyuu,higurashi_no_naku_koro_ni,1girl,136,137,1037,426.593997
tsushima_yoshiko,love_live!,1girl,136,137,3842,426.593997
tsushima_yoshiko,love_live!_sunshine!!,1girl,136,137,944,426.593997
don_quixote_(project_moon),limbus_company,1girl,136,136,697,426.161292
don_quixote_(project_moon),project_moon,1girl,136,136,1660,426.161292
kine,touhou,1girl,131,179,92535,426.123747
kochou_shinobu,kimetsu_no_yaiba,1girl,130,181,546,423.498215
nanakusa_nichika,idolmaster,1girl,135,135,13720,422.595059
nanakusa_nichika,idolmaster_shiny_colors,1girl,135,135,3359,422.595059
stelle_(honkai:_star_rail),honkai:_star_rail,1girl,135,135,1201,422.595059
stelle_(honkai:_star_rail),honkai_(series),1girl,135,135,2559,422.595059
takanami_(kancolle),kantai_collection,1girl,135,135,54576,422.595059
hoshino_(blue_archive),,1girl,111,640,111,422.485977
columbina_(genshin_impact),genshin_impact,1girl,134,134,10725,419.032043
flower_(vocaloid4),vocaloid,1girl,134,134,24189,419.032043
haruka_(blue_archive),blue_archive,1girl,134,134,14955,419.032043
himeno_(chainsaw_man),chainsaw_man,1girl,134,134,3681,419.032043
kujo_jolyne,jojo_no_kimyou_na_bouken,1girl,134,134,379,419.032043
illyasviel_von_einzbern,fate/kaleid_liner_prisma_illya,1girl,115,438,171,418.769523
coyote_(kemono_friends),kemono_friends_v_project,1girl,133,140,1209,418.435029
inkling_girl,splatoon_2,1girl,110,629,235,417.851571
amami_haruka,idolmaster,1girl,133,138,13720,417.603918
daiwa_scarlet_(umamusume),umamusume,1girl,133,136,13094,416.760675
kujo_jolyne,stone_ocean,1girl,133,134,162,415.904938
ch'en_(arknights),arknights,1girl,132,141,14928,415.696923
elira_pendora_(1st_costume),nijisanji,1girl,133,133,7324,415.472268
elira_pendora_(1st_costume),nijisanji_en,1girl,133,133,2113,415.472268
hatsune_miku_(vocaloid4),vocaloid,1girl,133,133,24189,415.472268
natsu_(blue_archive),blue_archive,1girl,133,133,14955,415.472268
ninomiya_asuka,idolmaster,1girl,132,133,13720,412.348417
ninomiya_asuka,idolmaster_cinderella_girls,1girl,132,133,7464,412.348417
rem_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu,1girl,132,133,511,412.348417
haruna_(blue_archive),blue_archive,1girl,132,132,14955,411.915759
justice_task_force_member_(blue_archive),blue_archive,1girl,132,132,14955,411.915759
katsuragi_ace_(umamusume),umamusume,1girl,132,132,13094,411.915759
shishio_chris,nanashi_inc.,1girl,132,132,542,411.915759
adachi_rei,netsu_ijou_(utau),1girl,106,761,114,411.426774
shinomiya_kaguya,kaguya-sama_wa_kokurasetai_~tensai-tachi_no_renai_zunousen~,1girl,131,136,270,410.493597
medusa_(fate),fate_(series),1girl,131,132,8588,408.795185
ayanami_(azur_lane),azur_lane,1girl,131,131,2193,408.36254
kureiji_ollie_(1st_costume),hololive,1girl,131,131,17510,408.36254
kureiji_ollie_(1st_costume),hololive_indonesia,1girl,131,131,712,408.36254
usada_pekora_(1st_costume),hololive,1girl,131,131,17510,408.36254
shijou_takane,idolmaster,1girl,130,136,13720,407.360058
shimamura_uzuki,idolmaster,1girl,130,134,13720,406.523624
shimamura_uzuki,idolmaster_cinderella_girls,1girl,130,134,7464,406.523624
hatsune_miku,miku_symphony_(vocaloid),1girl,77,18651,96,405.844063
shana,shakugan_no_shana,1girl,130,132,141,405.674611
osaki_amana,idolmaster,1girl,129,138,13720,405.044402
osaki_amana,idolmaster_shiny_colors,1girl,129,138,3359,405.044402
japanese_crested_ibis_(kemono_friends),kemono_friends,1girl,130,130,5004,404.812636
kise_yayoi,precure,1girl,130,130,4689,404.812636
kise_yayoi,smile_precure!,1girl,130,130,410,404.812636
shirai_kuroko,toaru_kagaku_no_railgun,1girl,128,144,915,404.270399
hoto_cocoa,gochuumon_wa_usagi_desu_ka?,1girl,129,136,1430,404.226519
koizumi_hanayo,love_live!_school_idol_project,1girl,128,142,1290,403.492908
marnie_(pokemon),,1girl,113,371,113,403.339252
daidouji_tomoyo,cardcaptor_sakura,1girl,128,140,857,402.704389
shirayuki_(kancolle),kantai_collection,1girl,129,132,54576,402.554037
amami_haruka,idolmaster_(classic),1girl,128,138,1311,401.904523
mysterious_heroine_x_alter_(fate),fate/grand_order,1girl,129,130,4875,401.698692
mysterious_heroine_x_alter_(fate),fate_(series),1girl,129,130,8588,401.698692
urakaze_(kancolle),kantai_collection,1girl,129,130,54576,401.698692
i-401_(kancolle),kantai_collection,1girl,129,129,54576,401.266073
magical_mirai_miku_(2021),vocaloid,1girl,129,129,24189,401.266073
projekt_red_(arknights),arknights,1girl,129,129,14928,401.266073
sagiri_(kancolle),kantai_collection,1girl,129,129,54576,401.266073
yuki_miku_(2017),vocaloid,1girl,129,129,24189,401.266073
luna_child,touhou,1girl,128,129,92535,398.155483
magical_mirai_miku_(2021),magical_mirai_(vocaloid),1girl,128,129,694,398.155483
sunny_milk,touhou,1girl,128,129,92535,398.155483
colette_brunel,tales_of_(series),1girl,128,128,1103,397.722876
colette_brunel,tales_of_symphonia,1girl,128,128,163,397.722876
megurine_luka_(toeto),toeto_(vocaloid),1girl,128,128,137,397.722876
megurine_luka_(toeto),vocaloid,1girl,128,128,24189,397.722876
manjuu_(azur_lane),azur_lane,1girl,126,140,2193,396.412132
kafuu_chino,o,1girl,102,758,11299,395.726259
hatsune_miku,hatsune_miku_happy_16th_birthday_-dear_creators-,1girl,75,18651,75,395.302659
theresa_apocalypse,honkai_(series),1girl,127,129,2559,395.044893
theresa_apocalypse,honkai_impact_3rd,1girl,127,129,1301,395.044893
bibi_(tokoyami_towa),hololive,1girl,127,128,17510,394.615666
harukaze_(kancolle),kantai_collection,1girl,127,127,54576,394.183073
harvin,granblue_fantasy,1girl,127,127,788,394.183073
kotonoha_akane,voiceroid,1girl,127,127,2056,394.183073
e.g.o_(project_moon),lobotomy_corporation,1girl,114,285,478,393.852314
nia_(xenoblade),xenoblade_chronicles_2,1girl,125,137,310,392.090071
jeanne_d'arc_alter_(fate),fate_(series),1girl,126,127,8588,391.079269
layla_(genshin_impact),genshin_impact,1girl,126,126,10725,390.646689
magical_mirai_miku_(2016),magical_mirai_(vocaloid),1girl,126,126,694,390.646689
magical_mirai_miku_(2016),vocaloid,1girl,126,126,24189,390.646689
octoling_girl,splatoon_(series),1girl,126,126,1256,390.646689
tsunomaki_watame,hololive,1girl,126,126,17510,390.646689
otomachi_una,vocaloid,1girl,125,129,24189,388.823714
shijou_takane,idolmaster_(classic),1girl,124,136,1311,388.558825
doctor_(arknights),arknights,1girl,124,134,14928,387.760995
hagoromo_lala,precure,1girl,125,125,4689,387.113752
hagoromo_lala,star_twinkle_precure,1girl,125,125,286,387.113752
junko_(blue_archive),blue_archive,1girl,125,125,14955,387.113752
kayoko_(new_year)_(blue_archive),blue_archive,1girl,125,125,14955,387.113752
ukuru_(kancolle),kantai_collection,1girl,125,125,54576,387.113752
saber,fate/grand_order,1girl,93,1421,4875,386.191249
hoshi_syoko,idolmaster,1girl,124,125,13720,384.016842
hoshi_syoko,idolmaster_cinderella_girls,1girl,124,125,7464,384.016842
fairy_(kancolle),kantai_collection,1girl,124,124,54576,383.584289
tenjou_utena,shoujo_kakumei_utena,1girl,124,124,186,383.584289
tsumiki_mikan,danganronpa_(series),1girl,124,124,3266,383.584289
bronya_zaychik,,1girl,115,214,115,382.997584
kaai_yuki,vocaloid,1girl,123,129,24189,382.602534
akitsu_maru_(kancolle),kantai_collection,1girl,123,126,54576,381.345577
roxy_migurdia,mushoku_tensei,1girl,122,133,609,381.1099
rabbit_yukine,vocaloid,1girl,123,124,24189,380.490867
tsumiki_mikan,danganronpa_2:_goodbye_despair,1girl,123,124,1397,380.490867
abukuma_kai_ni_(kancolle),kantai_collection,1girl,123,123,54576,380.058329
gokou_ruri,ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai,1girl,123,123,204,380.058329
noumi_kudryavka,little_busters!,1girl,123,123,297,380.058329
smart_falcon_(umamusume),umamusume,1girl,123,123,13094,380.058329
suo_sango_(1st_costume),nijisanji,1girl,123,123,7324,380.058329
umikaze_(kancolle),kantai_collection,1girl,123,123,54576,380.058329
holo,spice_and_wolf,1girl,121,138,132,379.925369
artoria_pendragon_(fate),fate/hollow_ataraxia,1girl,88,2035,294,379.153668
jeanne_d'arc_alter_(fate),fate/grand_order,1girl,122,127,4875,378.664054
elaina_(majo_no_tabitabi),,1girl,104,423,104,377.139398
fennec_(kemono_friends),kemono_friends,1girl,122,123,5004,376.968424
princess_daisy,mario_(series),1girl,122,123,938,376.968424
backbeako,original,1girl,122,122,73512,376.535899
ichigo_(darling_in_the_franxx),darling_in_the_franxx,1girl,122,122,241,376.535899
koseki_bijou,hololive,1girl,122,122,17510,376.535899
koseki_bijou,hololive_english,1girl,122,122,5092,376.535899
mochizuki_(kancolle),kantai_collection,1girl,122,122,54576,376.535899
t.m._opera_o_(umamusume),umamusume,1girl,122,122,13094,376.535899
nishikino_maki,love_live!,1girl,121,125,3842,374.726112
aerith_gainsborough,final_fantasy_vii_remake,1girl,114,193,176,374.553533
samuel_b._roberts_(kancolle),kantai_collection,1girl,121,123,54576,373.878518
tanaka_mamimi,idolmaster,1girl,121,123,13720,373.878518
tanaka_mamimi,idolmaster_shiny_colors,1girl,121,123,3359,373.878518
alice_margatroid_(pc-98),touhou,1girl,121,121,92535,373.01703
alice_margatroid_(pc-98),touhou_(pc-98),1girl,121,121,1352,373.01703
roxie_(pokemon),pokemon,1girl,121,121,8618,373.01703
yuki_miku_(2014),vocaloid,1girl,121,121,24189,373.01703
backbeako,gegege_no_kitarou,1girl,120,122,159,370.36318
hilda_(pokemon),pokemon,1girl,119,128,8618,369.757986
caracal_(kemono_friends),kemono_friends,1girl,120,120,5004,369.50175
female_admiral_(kancolle),kantai_collection,1girl,120,120,54576,369.50175
iris_(asteroid_ill),original,1girl,120,120,73512,369.50175
mononobe_alice,nijisanji,1girl,120,120,7324,369.50175
nishikino_maki,love_live!_school_idol_project,1girl,119,125,1290,368.532292
kazano_hiori,idolmaster,1girl,119,122,13720,367.27682
kazano_hiori,idolmaster_shiny_colors,1girl,119,122,3359,367.27682
yamagumo_(kancolle),kantai_collection,1girl,119,122,54576,367.27682
cinnamoroll,sanrio,1girl,119,120,413,366.422568
medea_(fate),fate_(series),1girl,119,120,8588,366.422568
akira_(blue_archive),blue_archive,1girl,119,119,14955,365.990088
ange_katrina_(1st_costume),nijisanji,1girl,119,119,7324,365.990088
rim_(kamitsubaki_studio),kamitsubaki_studio,1girl,119,119,1565,365.990088
hatsune_miku,senbonzakura_(vocaloid),1girl,69,18651,81,363.678446
konno_junko,zombie_land_saga,1girl,118,119,301,362.914541
maikaze_(kancolle),kantai_collection,1girl,118,119,54576,362.914541
enma_ai,jigoku_shoujo,1girl,118,118,123,362.482077
kyonko,suzumiya_haruhi_no_yuuutsu,1girl,118,118,1840,362.482077
inkling,splatoon_1,1girl,94,702,141,361.555689
kitasan_black_(umamusume),umamusume,1girl,117,123,13094,361.518898
ooshio_(kancolle),kantai_collection,1girl,117,119,54576,359.838994
ceres_fauna,hololive,1girl,117,118,17510,359.410195
ceres_fauna,hololive_english,1girl,117,118,5092,359.410195
gambier_bay_(kancolle),kantai_collection,1girl,117,118,54576,359.410195
e.g.o_(project_moon),limbus_company,1girl,104,285,697,359.303865
<key>_(robot)_(blue_archive),blue_archive,1girl,117,117,14955,358.977746
caren_hortensia,fate_(series),1girl,117,117,8588,358.977746
daitaku_helios_(umamusume),umamusume,1girl,117,117,13094,358.977746
employee_(project_moon),lobotomy_corporation,1girl,117,117,478,358.977746
employee_(project_moon),project_moon,1girl,117,117,1660,358.977746
gladiia_(arknights),arknights,1girl,117,117,14928,358.977746
hiburi_(kancolle),kantai_collection,1girl,117,117,54576,358.977746
hirato_(kancolle),kantai_collection,1girl,117,117,54576,358.977746
plain_doll,bloodborne,1girl,117,117,261,358.977746
yuuki_haru,idolmaster,1girl,117,117,13720,358.977746
yuuki_haru,idolmaster_cinderella_girls,1girl,117,117,7464,358.977746
houshou_marine,hololive,1girl,116,123,17510,358.428993
medea_(fate),fate/stay_night,1girl,116,120,2804,357.185025
komiya_kaho,idolmaster,1girl,116,119,13720,356.763448
kafu_(cevio),cevio,1girl,116,117,660,355.90956
kyubey,mahou_shoujo_madoka_magica,1girl,116,117,4167,355.90956
sakurauchi_riko,love_live!,1girl,116,117,3842,355.90956
sakurauchi_riko,love_live!_sunshine!!,1girl,116,117,944,355.90956
commandant_teste_(kancolle),kantai_collection,1girl,116,116,54576,355.477127
elf_(dragon's_crown),dragon's_crown,1girl,116,116,125,355.477127
may_(guilty_gear),guilty_gear,1girl,116,116,308,355.477127
mikazuki_(kancolle),kantai_collection,1girl,116,116,54576,355.477127
perth_(kancolle),kantai_collection,1girl,116,116,54576,355.477127
rita_mordio,tales_of_(series),1girl,116,116,1103,355.477127
rita_mordio,tales_of_vesperia,1girl,116,116,276,355.477127
uta_(one_piece),one_piece,1girl,116,116,578,355.477127
komiya_kaho,idolmaster_shiny_colors,1girl,115,119,3359,353.687901
cinnamiku,sanrio,1girl,108,188,413,353.609048
sasaki_chie,idolmaster,1girl,115,116,13720,352.412669
sasaki_chie,idolmaster_cinderella_girls,1girl,115,116,7464,352.412669
dusk_(arknights),arknights,1girl,114,123,14928,352.249183
kagamine_rin,evillious_nendaiki,1girl,82,1973,160,352.200421
air_shakur_(umamusume),umamusume,1girl,115,115,13094,351.980252
jingei_(kancolle),kantai_collection,1girl,115,115,54576,351.980252
shigure_kai_san_(kancolle),kantai_collection,1girl,115,115,54576,351.980252
roxie_(pokemon),pokemon_bw2,1girl,114,121,293,351.437532
honma_himawari,nijisanji,1girl,114,114,7324,348.487153
melina_(elden_ring),elden_ring,1girl,114,114,938,348.487153
rosa_(pokemon),pokemon,1girl,113,121,8618,348.354747
kitagawa_marin,sono_bisque_doll_wa_koi_wo_suru,1girl,113,116,136,346.283753
uta_(one_piece),one_piece_film:_red,1girl,113,116,116,346.283753
tone_(kancolle),kantai_collection,1girl,113,115,54576,345.858856
boko_(girls_und_panzer),girls_und_panzer,1girl,113,114,3019,345.430248
shimada_arisu,girls_und_panzer,1girl,113,114,3019,345.430248
25-ji_miku,project_sekai,1girl,113,113,2129,344.997864
25-ji_miku,vocaloid,1girl,113,113,24189,344.997864
ghost_miku_(project_voltage),pokemon,1girl,113,113,8618,344.997864
ghost_miku_(project_voltage),project_voltage,1girl,113,113,503,344.997864
ghost_miku_(project_voltage),vocaloid,1girl,113,113,24189,344.997864
haru_urara_(umamusume),umamusume,1girl,113,113,13094,344.997864
horikawa_raiko,touhou,1girl,113,113,92535,344.997864
nayuta_(chainsaw_man),chainsaw_man,1girl,113,113,3681,344.997864
quanxi_(chainsaw_man),chainsaw_man,1girl,113,113,3681,344.997864
tan_yang_(kancolle),kantai_collection,1girl,113,113,54576,344.997864
valkyrie_(apex_legends),apex_legends,1girl,113,113,1170,344.997864
yuno_(hidamari_sketch),hidamari_sketch,1girl,113,113,190,344.997864
oda_nobunaga_(koha-ace),fate_(series),1girl,112,115,8588,342.798158
aris_(blue_archive),,1girl,85,1069,85,342.463105
himawari-san_(character),himawari-san,1girl,112,113,155,341.944786
ichihara_nina,idolmaster,1girl,112,113,13720,341.944786
ichihara_nina,idolmaster_cinderella_girls,1girl,112,113,7464,341.944786
ultimate_madoka,mahou_shoujo_madoka_magica,1girl,111,120,4167,341.789118
makabe_mizuki,idolmaster_million_live!_theater_days,1girl,99,282,642,341.574662
arashio_kai_ni_(kancolle),kantai_collection,1girl,112,112,54576,341.512419
backbeard,gegege_no_kitarou,1girl,112,112,159,341.512419
fiammetta_(arknights),arknights,1girl,112,112,14928,341.512419
makise_kurisu,steins;gate,1girl,112,112,198,341.512419
matsukaze_(kancolle),kantai_collection,1girl,112,112,54576,341.512419
sajo_yukimi,idolmaster,1girl,112,112,13720,341.512419
sajo_yukimi,idolmaster_cinderella_girls,1girl,112,112,7464,341.512419
shirakami_fubuki_(3rd_costume),hololive,1girl,112,112,17510,341.512419
yaotome_urushi,soredemo_ayumu_wa_yosetekuru,1girl,112,112,146,341.512419
pikachu,pokemon,1girl,110,125,8618,340.660101
minase_iori,idolmaster,1girl,111,117,13720,340.568631
tanya_degurechaff,youjo_senki,1girl,111,113,114,338.891707
abelia_(ogami_kazuki),original,1girl,111,111,73512,338.030851
herta_(honkai:_star_rail),honkai:_star_rail,1girl,111,111,1201,338.030851
herta_(honkai:_star_rail),honkai_(series),1girl,111,111,2559,338.030851
higashi_setsuna,fresh_precure!,1girl,111,111,312,338.030851
higashi_setsuna,precure,1girl,111,111,4689,338.030851
koyuki_(blue_archive),blue_archive,1girl,111,111,14955,338.030851
yatadera_narumi,touhou,1girl,111,111,92535,338.030851
yuki_miku_(2011),vocaloid,1girl,111,111,24189,338.030851
yukikaze_kai_ni_(kancolle),kantai_collection,1girl,111,111,54576,338.030851
hakurei_reimu,cookie_(touhou),1girl,72,4908,573,337.745128
hilda_(pokemon),pokemon_bw,1girl,108,128,192,335.578677
mysterious_heroine_x_alter_(first_ascension)_(fate),fate/grand_order,1girl,110,111,4875,334.985528
mysterious_heroine_x_alter_(first_ascension)_(fate),fate_(series),1girl,110,111,8588,334.985528
ichinose_shiki,idolmaster,1girl,110,110,13720,334.553195
ichinose_shiki,idolmaster_cinderella_girls,1girl,110,110,7464,334.553195
ikezawa_hanako,katawa_shoujo,1girl,110,110,255,334.553195
jessica_(arknights),arknights,1girl,110,110,14928,334.553195
koizumi_mahiru,danganronpa_(series),1girl,110,110,3266,334.553195
lappland_(refined_horrormare)_(arknights),arknights,1girl,110,110,14928,334.553195
nakasu_kasumi,love_live!,1girl,110,110,3842,334.553195
nakasu_kasumi,love_live!_nijigasaki_high_school_idol_club,1girl,110,110,965,334.553195
okinami_(kancolle),kantai_collection,1girl,110,110,54576,334.553195
uruha_rushia_(school_uniform),hololive,1girl,110,110,17510,334.553195
yuki_miku_(2021),vocaloid,1girl,110,110,24189,334.553195
minase_iori,idolmaster_(classic),1girl,109,117,1311,334.432259
kousaka_honoka,love_live!,1girl,109,112,3842,332.364764
hatsune_miku,suki!_yuki!_maji_magic_(vocaloid),1girl,63,18651,63,332.054234
hoshiguma_yuugi,touhou,1girl,109,110,92535,331.511803
kumoi_ichirin,touhou,1girl,109,110,92535,331.511803
kotonoha_aoi,voiceroid,1girl,109,109,2056,331.079488
nijigaoka_mashiro,hirogaru_sky!_precure,1girl,109,109,461,331.079488
nijigaoka_mashiro,precure,1girl,109,109,4689,331.079488
okazaki_yumemi,touhou,1girl,109,109,92535,331.079488
okazaki_yumemi,touhou_(pc-98),1girl,109,109,1352,331.079488
shiina_mahiru_(otonari_no_tenshi-sama),otonari_no_tenshi-sama_ni_itsu_no_mani_ka_dame_ningen_ni_sarete_ita_ken,1girl,109,109,109,331.079488
yamashiro_takane,touhou,1girl,109,109,92535,331.079488
yura_kai_ni_(kancolle),kantai_collection,1girl,109,109,54576,331.079488
neru_(blue_archive),blue_archive,1girl,108,115,14955,330.555367
uraraka_ochako,boku_no_hero_academia,1girl,108,115,564,330.555367
nazrin,cookie_(touhou),1girl,81,1139,573,328.578422
higuchi_kaede,nijisanji,1girl,108,110,7324,328.47041
kafu_(cevio),kamitsubaki_studio,1girl,107,117,1565,328.295887
african_penguin_(kemono_friends),kemono_friends,1girl,108,108,5004,327.609766
akimoto_komachi,precure,1girl,108,108,4689,327.609766
akimoto_komachi,yes!_precure_5,1girl,108,108,716,327.609766
enemy_lifebuoy_(kancolle),kantai_collection,1girl,108,108,54576,327.609766
irako_(kancolle),kantai_collection,1girl,108,108,54576,327.609766
seia_(blue_archive),blue_archive,1girl,108,108,14955,327.609766
bronya_zaychik,honkai_(series),1girl,98,214,2559,326.38055
